node03b3c753299e86e66647c895992d2f1.html
Right Answer:accessory_d43-c1
Predicted Answer:samsung un55ju7100f---0.14285714285714285
Predicted Answer:vizio d48-d0---0.07142857142857142
Predicted Answer:samsung un60eh6003---0.07142857142857142
Predicted Answer:samsung un60ju7100---0.21428571428571427
Predicted Answer:sony xbr65x930c---0.0
Predicted Answer:samsung un50ju7100---0.07142857142857142
Predicted Answer:sony xbr65x930d---0.0
Predicted Answer:sony xbr65x950b---0.14285714285714285
Predicted Answer:vizio d43-c1---0.42857142857142855
Predicted Answer:samsung un55ju6500---0.07142857142857142
Predicted Answer:gpx te1384b---0.0
Predicted Answer:sony xbr55x800b---0.0
Predicted Answer:gpx tde1380b---0.0
Predicted Answer:samsung un32eh5300---0.07142857142857142
Predicted Answer:samsung un40ju6400---0.07142857142857142
Predicted Answer:lg 43uf6400---0.14285714285714285
Predicted Answer:gpx tde1384b---0.0
Predicted Answer:lg 55eg9100---0.14285714285714285
Predicted Answer:samsung un50eh5300---0.07142857142857142
Predicted Answer:samsung un65h6350---0.0
Predicted Answer:samsung un50j5200a---0.0
Predicted Answer:sony xbr65x800b---0.0
Predicted Answer:samsung un60js7000---0.0
Predicted Answer:samsung un55js8500f---0.14285714285714285
Predicted Answer:vizio d43-d2---0.14285714285714285
Predicted Answer:sony xbr65x900b---0.07142857142857142
Predicted Answer:sony xbr65x900c---0.07142857142857142
Predicted Answer:samsung un48ju6400---0.07142857142857142
Predicted Answer:sony xbr65hx929---0.0
Predicted Answer:sony xbr55x850d---0.0
Predicted Answer:sony xbr55x850c---0.0
Predicted Answer:samsung un55js9000f---0.0
Predicted Answer:sony xbr55x850b---0.0
Predicted Answer:samsung un60j6200a---0.0
Predicted Answer:samsung un40es6100---0.14285714285714285
Predicted Answer:samsung un50j6300---0.0
Predicted Answer:lg 55eg9600---0.07142857142857142
Predicted Answer:sony xbr79x900b---0.07142857142857142
Predicted Answer:gpx tde1982b---0.07142857142857142
Predicted Answer:lg 65eg9600---0.07142857142857142
Predicted Answer:sony xbr55x810c---0.0
Predicted Answer:samsung un40ju6700---0.0
Predicted Answer:samsung un50js7000---0.0
Predicted Answer:sony xbr43x830c---0.21428571428571427
Predicted Answer:samsung un55hu6840---0.07142857142857142
Predicted Answer:samsung un55j6200a---0.0
Predicted Answer:samsung un40eh5300---0.07142857142857142
Predicted Answer:samsung un55hu8500---0.0
Predicted Answer:sony xbr65x810c---0.0
Predicted Answer:sony xbr65x850a---0.14285714285714285
Predicted Answer:sony xbr49x830c---0.21428571428571427
Predicted Answer:lg 49uf6400---0.14285714285714285
Predicted Answer:sony xbr65x850c---0.2857142857142857
Predicted Answer:sony xbr70x850b---0.0
Predicted Answer:lg 40lf6300---0.0
Predicted Answer:sony xbr55x900c---0.0
Predicted Answer:gpx tde3253b---0.0
Predicted Answer:samsung un65h7150---0.0
Predicted Answer:samsung un65ju7100---0.07142857142857142
Predicted Answer:vizio d50u-d1---0.14285714285714285
node12f8db6988a5fafe7ffa372efc657f4e.html
Right Answer:accessory_d43-c1
Predicted Answer:samsung un55ju7100f---0.26666666666666666
Predicted Answer:vizio d48-d0---0.26666666666666666
Predicted Answer:samsung un60eh6003---0.26666666666666666
Predicted Answer:samsung un60ju7100---0.26666666666666666
Predicted Answer:sony xbr65x930c---0.2
Predicted Answer:samsung un50ju7100---0.26666666666666666
Predicted Answer:sony xbr65x930d---0.13333333333333333
Predicted Answer:sony xbr65x950b---0.3333333333333333
Predicted Answer:vizio d43-c1---0.5333333333333333
Predicted Answer:samsung un55ju6500---0.2
Predicted Answer:gpx te1384b---0.13333333333333333
Predicted Answer:sony xbr55x800b---0.2
Predicted Answer:gpx tde1380b---0.2
Predicted Answer:samsung un32eh5300---0.2
Predicted Answer:samsung un40ju6400---0.26666666666666666
Predicted Answer:lg 43uf6400---0.26666666666666666
Predicted Answer:gpx tde1384b---0.2
Predicted Answer:lg 55eg9100---0.26666666666666666
Predicted Answer:samsung un50eh5300---0.3333333333333333
Predicted Answer:samsung un65h6350---0.2
Predicted Answer:samsung un50j5200a---0.13333333333333333
Predicted Answer:sony xbr65x800b---0.2
Predicted Answer:samsung un60js7000---0.2
Predicted Answer:samsung un55js8500f---0.4
Predicted Answer:vizio d43-d2---0.4
Predicted Answer:sony xbr65x900b---0.2
Predicted Answer:sony xbr65x900c---0.26666666666666666
Predicted Answer:samsung un48ju6400---0.26666666666666666
Predicted Answer:sony xbr65hx929---0.2
Predicted Answer:sony xbr55x850d---0.2
Predicted Answer:sony xbr55x850c---0.13333333333333333
Predicted Answer:samsung un55js9000f---0.3333333333333333
Predicted Answer:sony xbr55x850b---0.13333333333333333
Predicted Answer:samsung un60j6200a---0.2
Predicted Answer:samsung un40es6100---0.26666666666666666
Predicted Answer:samsung un50j6300---0.2
Predicted Answer:lg 55eg9600---0.2
Predicted Answer:sony xbr79x900b---0.26666666666666666
Predicted Answer:gpx tde1982b---0.26666666666666666
Predicted Answer:lg 65eg9600---0.2
Predicted Answer:sony xbr55x810c---0.13333333333333333
Predicted Answer:samsung un40ju6700---0.13333333333333333
Predicted Answer:samsung un50js7000---0.13333333333333333
Predicted Answer:sony xbr43x830c---0.26666666666666666
Predicted Answer:samsung un55hu6840---0.26666666666666666
Predicted Answer:samsung un55j6200a---0.2
Predicted Answer:samsung un40eh5300---0.3333333333333333
Predicted Answer:samsung un55hu8500---0.13333333333333333
Predicted Answer:sony xbr65x810c---0.13333333333333333
Predicted Answer:sony xbr65x850a---0.26666666666666666
Predicted Answer:sony xbr49x830c---0.26666666666666666
Predicted Answer:lg 49uf6400---0.2
Predicted Answer:sony xbr65x850c---0.26666666666666666
Predicted Answer:sony xbr70x850b---0.2
Predicted Answer:lg 40lf6300---0.13333333333333333
Predicted Answer:sony xbr55x900c---0.2
Predicted Answer:gpx tde3253b---0.2
Predicted Answer:samsung un65h7150---0.2
Predicted Answer:samsung un65ju7100---0.26666666666666666
Predicted Answer:vizio d50u-d1---0.4
node13f0a760be21f42b4af44abeff03e4c.html
Right Answer:samsung un40h5203
Predicted Answer:samsung un55ju7100f---0.37037037037037035
Predicted Answer:vizio d48-d0---0.30656934306569344
Predicted Answer:samsung un60eh6003---0.28859060402684567
Predicted Answer:samsung un60ju7100---0.3496932515337423
Predicted Answer:sony xbr65x930c---0.2545454545454545
Predicted Answer:samsung un50ju7100---0.2606060606060606
Predicted Answer:sony xbr65x930d---0.15286624203821655
Predicted Answer:sony xbr65x950b---0.21818181818181817
Predicted Answer:vizio d43-c1---0.3695652173913043
Predicted Answer:samsung un55ju6500---0.25766871165644173
Predicted Answer:gpx te1384b---0.29245283018867924
Predicted Answer:sony xbr55x800b---0.22424242424242424
Predicted Answer:gpx tde1380b---0.27419354838709675
Predicted Answer:samsung un32eh5300---0.32575757575757575
Predicted Answer:samsung un40ju6400---0.3157894736842105
Predicted Answer:lg 43uf6400---0.272
Predicted Answer:gpx tde1384b---0.29245283018867924
Predicted Answer:lg 55eg9100---0.24848484848484848
Predicted Answer:samsung un50eh5300---0.32432432432432434
Predicted Answer:samsung un65h6350---0.29896907216494845
Predicted Answer:samsung un50j5200a---0.4444444444444444
Predicted Answer:sony xbr65x800b---0.22424242424242424
Predicted Answer:samsung un60js7000---0.29523809523809524
Predicted Answer:samsung un55js8500f---0.32727272727272727
Predicted Answer:vizio d43-d2---0.2698412698412698
Predicted Answer:sony xbr65x900b---0.34545454545454546
Predicted Answer:sony xbr65x900c---0.23636363636363636
Predicted Answer:samsung un48ju6400---0.3118279569892473
Predicted Answer:sony xbr65hx929---0.2302158273381295
Predicted Answer:sony xbr55x850d---0.21212121212121213
Predicted Answer:sony xbr55x850c---0.2391304347826087
Predicted Answer:samsung un55js9000f---0.26277372262773724
Predicted Answer:sony xbr55x850b---0.2033898305084746
Predicted Answer:samsung un60j6200a---0.45588235294117646
Predicted Answer:samsung un40es6100---0.36792452830188677
Predicted Answer:samsung un50j6300---0.32673267326732675
Predicted Answer:lg 55eg9600---0.19078947368421054
Predicted Answer:sony xbr79x900b---0.23030303030303031
Predicted Answer:gpx tde1982b---0.2604166666666667
Predicted Answer:lg 65eg9600---0.21875
Predicted Answer:sony xbr55x810c---0.27835051546391754
Predicted Answer:samsung un40ju6700---0.30526315789473685
Predicted Answer:samsung un50js7000---0.29
Predicted Answer:sony xbr43x830c---0.3333333333333333
Predicted Answer:samsung un55hu6840---0.34210526315789475
Predicted Answer:samsung un55j6200a---0.4583333333333333
Predicted Answer:samsung un40eh5300---0.33112582781456956
Predicted Answer:samsung un55hu8500---0.3333333333333333
Predicted Answer:sony xbr65x810c---0.23809523809523808
Predicted Answer:sony xbr65x850a---0.24848484848484848
Predicted Answer:sony xbr49x830c---0.3393939393939394
Predicted Answer:lg 49uf6400---0.30303030303030304
Predicted Answer:sony xbr65x850c---0.3393939393939394
Predicted Answer:sony xbr70x850b---0.23030303030303031
Predicted Answer:lg 40lf6300---0.29069767441860467
Predicted Answer:sony xbr55x900c---0.18787878787878787
Predicted Answer:gpx tde3253b---0.24285714285714285
Predicted Answer:samsung un65h7150---0.3815789473684211
Predicted Answer:samsung un65ju7100---0.29508196721311475
Predicted Answer:vizio d50u-d1---0.23636363636363636
node13f9aad3c5cd3e7b5beb257b9599b7.html
Right Answer:accessory_d43-c1
Predicted Answer:samsung un55ju7100f---0.125
Predicted Answer:vizio d48-d0---0.125
Predicted Answer:samsung un60eh6003---0.125
Predicted Answer:samsung un60ju7100---0.1875
Predicted Answer:sony xbr65x930c---0.0
Predicted Answer:samsung un50ju7100---0.125
Predicted Answer:sony xbr65x930d---0.0
Predicted Answer:sony xbr65x950b---0.125
Predicted Answer:vizio d43-c1---0.4375
Predicted Answer:samsung un55ju6500---0.0
Predicted Answer:gpx te1384b---0.0
Predicted Answer:sony xbr55x800b---0.0625
Predicted Answer:gpx tde1380b---0.0625
Predicted Answer:samsung un32eh5300---0.0625
Predicted Answer:samsung un40ju6400---0.125
Predicted Answer:lg 43uf6400---0.0625
Predicted Answer:gpx tde1384b---0.0625
Predicted Answer:lg 55eg9100---0.0625
Predicted Answer:samsung un50eh5300---0.125
Predicted Answer:samsung un65h6350---0.0625
Predicted Answer:samsung un50j5200a---0.0
Predicted Answer:sony xbr65x800b---0.0625
Predicted Answer:samsung un60js7000---0.0625
Predicted Answer:samsung un55js8500f---0.0625
Predicted Answer:vizio d43-d2---0.1875
Predicted Answer:sony xbr65x900b---0.0625
Predicted Answer:sony xbr65x900c---0.0625
Predicted Answer:samsung un48ju6400---0.125
Predicted Answer:sony xbr65hx929---0.0
Predicted Answer:sony xbr55x850d---0.0625
Predicted Answer:sony xbr55x850c---0.0
Predicted Answer:samsung un55js9000f---0.0
Predicted Answer:sony xbr55x850b---0.0
Predicted Answer:samsung un60j6200a---0.0625
Predicted Answer:samsung un40es6100---0.125
Predicted Answer:samsung un50j6300---0.0625
Predicted Answer:lg 55eg9600---0.125
Predicted Answer:sony xbr79x900b---0.125
Predicted Answer:gpx tde1982b---0.125
Predicted Answer:lg 65eg9600---0.125
Predicted Answer:sony xbr55x810c---0.0
Predicted Answer:samsung un40ju6700---0.0
Predicted Answer:samsung un50js7000---0.0
Predicted Answer:sony xbr43x830c---0.125
Predicted Answer:samsung un55hu6840---0.125
Predicted Answer:samsung un55j6200a---0.0625
Predicted Answer:samsung un40eh5300---0.125
Predicted Answer:samsung un55hu8500---0.0
Predicted Answer:sony xbr65x810c---0.0
Predicted Answer:sony xbr65x850a---0.125
Predicted Answer:sony xbr49x830c---0.125
Predicted Answer:lg 49uf6400---0.0625
Predicted Answer:sony xbr65x850c---0.1875
Predicted Answer:sony xbr70x850b---0.0625
Predicted Answer:lg 40lf6300---0.0
Predicted Answer:sony xbr55x900c---0.0
Predicted Answer:gpx tde3253b---0.0625
Predicted Answer:samsung un65h7150---0.0625
Predicted Answer:samsung un65ju7100---0.125
Predicted Answer:vizio d50u-d1---0.1875
node1422ae475ac4c6a5a6e726c6dfb71a47.html
Right Answer:accessory_gpx
Predicted Answer:samsung un55ju7100f---0.125
Predicted Answer:vizio d48-d0---0.125
Predicted Answer:samsung un60eh6003---0.125
Predicted Answer:samsung un60ju7100---0.125
Predicted Answer:sony xbr65x930c---0.0
Predicted Answer:samsung un50ju7100---0.125
Predicted Answer:sony xbr65x930d---0.0
Predicted Answer:sony xbr65x950b---0.125
Predicted Answer:vizio d43-c1---0.125
Predicted Answer:samsung un55ju6500---0.0
Predicted Answer:gpx te1384b---0.25
Predicted Answer:sony xbr55x800b---0.0
Predicted Answer:gpx tde1380b---0.125
Predicted Answer:samsung un32eh5300---0.0
Predicted Answer:samsung un40ju6400---0.125
Predicted Answer:lg 43uf6400---0.125
Predicted Answer:gpx tde1384b---0.125
Predicted Answer:lg 55eg9100---0.125
Predicted Answer:samsung un50eh5300---0.125
Predicted Answer:samsung un65h6350---0.0
Predicted Answer:samsung un50j5200a---0.0
Predicted Answer:sony xbr65x800b---0.0
Predicted Answer:samsung un60js7000---0.0
Predicted Answer:samsung un55js8500f---0.25
Predicted Answer:vizio d43-d2---0.0
Predicted Answer:sony xbr65x900b---0.0
Predicted Answer:sony xbr65x900c---0.125
Predicted Answer:samsung un48ju6400---0.125
Predicted Answer:sony xbr65hx929---0.0
Predicted Answer:sony xbr55x850d---0.0
Predicted Answer:sony xbr55x850c---0.0
Predicted Answer:samsung un55js9000f---0.0
Predicted Answer:sony xbr55x850b---0.0
Predicted Answer:samsung un60j6200a---0.0
Predicted Answer:samsung un40es6100---0.125
Predicted Answer:samsung un50j6300---0.0
Predicted Answer:lg 55eg9600---0.25
Predicted Answer:sony xbr79x900b---0.125
Predicted Answer:gpx tde1982b---0.25
Predicted Answer:lg 65eg9600---0.125
Predicted Answer:sony xbr55x810c---0.0
Predicted Answer:samsung un40ju6700---0.0
Predicted Answer:samsung un50js7000---0.0
Predicted Answer:sony xbr43x830c---0.0
Predicted Answer:samsung un55hu6840---0.125
Predicted Answer:samsung un55j6200a---0.0
Predicted Answer:samsung un40eh5300---0.125
Predicted Answer:samsung un55hu8500---0.0
Predicted Answer:sony xbr65x810c---0.0
Predicted Answer:sony xbr65x850a---0.25
Predicted Answer:sony xbr49x830c---0.0
Predicted Answer:lg 49uf6400---0.125
Predicted Answer:sony xbr65x850c---0.125
Predicted Answer:sony xbr70x850b---0.0
Predicted Answer:lg 40lf6300---0.0
Predicted Answer:sony xbr55x900c---0.0
Predicted Answer:gpx tde3253b---0.125
Predicted Answer:samsung un65h7150---0.0
Predicted Answer:samsung un65ju7100---0.125
Predicted Answer:vizio d50u-d1---0.125
node1452869f626fcc46ca4357b972fa61f.html
Right Answer:accessory_lg
Predicted Answer:samsung un55ju7100f---0.14285714285714285
Predicted Answer:vizio d48-d0---0.07142857142857142
Predicted Answer:samsung un60eh6003---0.14285714285714285
Predicted Answer:samsung un60ju7100---0.21428571428571427
Predicted Answer:sony xbr65x930c---0.21428571428571427
Predicted Answer:samsung un50ju7100---0.14285714285714285
Predicted Answer:sony xbr65x930d---0.14285714285714285
Predicted Answer:sony xbr65x950b---0.14285714285714285
Predicted Answer:vizio d43-c1---0.35714285714285715
Predicted Answer:samsung un55ju6500---0.21428571428571427
Predicted Answer:gpx te1384b---0.14285714285714285
Predicted Answer:sony xbr55x800b---0.14285714285714285
Predicted Answer:gpx tde1380b---0.07142857142857142
Predicted Answer:samsung un32eh5300---0.07142857142857142
Predicted Answer:samsung un40ju6400---0.14285714285714285
Predicted Answer:lg 43uf6400---0.2857142857142857
Predicted Answer:gpx tde1384b---0.07142857142857142
Predicted Answer:lg 55eg9100---0.2857142857142857
Predicted Answer:samsung un50eh5300---0.14285714285714285
Predicted Answer:samsung un65h6350---0.07142857142857142
Predicted Answer:samsung un50j5200a---0.07142857142857142
Predicted Answer:sony xbr65x800b---0.14285714285714285
Predicted Answer:samsung un60js7000---0.14285714285714285
Predicted Answer:samsung un55js8500f---0.14285714285714285
Predicted Answer:vizio d43-d2---0.07142857142857142
Predicted Answer:sony xbr65x900b---0.14285714285714285
Predicted Answer:sony xbr65x900c---0.2857142857142857
Predicted Answer:samsung un48ju6400---0.14285714285714285
Predicted Answer:sony xbr65hx929---0.07142857142857142
Predicted Answer:sony xbr55x850d---0.07142857142857142
Predicted Answer:sony xbr55x850c---0.14285714285714285
Predicted Answer:samsung un55js9000f---0.07142857142857142
Predicted Answer:sony xbr55x850b---0.14285714285714285
Predicted Answer:samsung un60j6200a---0.07142857142857142
Predicted Answer:samsung un40es6100---0.14285714285714285
Predicted Answer:samsung un50j6300---0.14285714285714285
